id,wod,category
372,"ben bergeron

300 (2018)
10 rounds for time
5 strict chest-to-bar pull-ups
10 “x” dumbbell movement (70/50 lb)
15 ghd sit-ups

round 1 - dumbbell push press
round 2 - dumbbell burpees
round 3 - dumbbell power cleans
round 4 - dumbbell bench press
round 5 - dumbbell lunge steps
round 6 - dumbbell front squats
round 7 - dumbbell bent over rows
round 8 - alternating dumbbell snatches
round 9 - dumbbell deadlifts
round 10 - dumbbell thrusters",for_time
373,"crossfit hero wod


roy
5 rounds for time
15 deadlifts (225/155 lb)
20 box jumps (24/20 in)
25 pull-ups",for_time
374,"crossfit benchmark wod


modified cindy
10 rounds for time
1-2-3-4-5-6-7-8-9-10 clean-and-jerks (155/105 lb)
5 pull-ups
10 push-ups
15 air squats",for_time
375,"classic benchmark wod

painstorm i
for time
3 rounds of:
400 meter run
21 kettlebell swings (1.5/1 pood)
12 pull-ups

directly into:
10 pull-ups
10 kettlebell swings (1.5/1 pood)
15 push-ups
200 meter run

20 pull-ups
20 kettlebell swings (1.5/1 pood)
30 push-ups
400 meter run

40 pull-ups
40 kettlebell swings (1.5/1 pood)
60 push-ups
800 meter run

finally, amrap in 10 minutes:
single-arm kettlebell snatches (1.5/1 pood)",other
376,"crossfit benchmark wod


jonesworthy
for time
80 air squats
40 kettlebell swings (1.5/1 pood)
20 pull-ups
64 air squats
32 kettlebell swings (1.5/1 pood)
16 pull-ups
50 air squats
25 kettlebell swings (1.5/1 pood)
12 pull-ups
32 air squats
16 kettlebell swings (1.5/1 pood)
8 pull-ups
16 air squats
8 kettlebell swings (1.5/1 pood)
4 pull-ups
8 air squats
4 kettlebell swings (1.5/1 pood)
2 pull-ups",for_time
377,"555 fitness hero wod


jeffrey palazzo
emom for as long as possible
death by deadlifts (60% of 1 rm)",other
378,"crossfit hero wod


ryan
5 rounds for time
7 muscle-ups
21 target burpees (12/8 in)",for_time
379,"memorial wod


9/11 tribute
for time
2001 meter run
11 box jumps (30/24 in)
11 thrusters (125/85 lb)
11 chest-to-bar pull-ups
11 power cleans (175/115 lb)
11 handstand push-ups
11 kettlebell swings (2/1.5 pood)
11 toes-to-bars
11 deadlifts (170/115 lb)
11 push jerks (110/75 lb)
2001 meter row",for_time
380,"crossfit hero wod


bradshaw
10 rounds for time
3 handstand push-ups
6 deadlift (225/155 lb)
12 pull-ups
24 double-unders",for_time
381,"british hero wod

bolger
5 rounds for time
400 meter run
25 air squats

carry a sandbag (25/15 kg) throughout the workout",for_time
382,"top hotel workout #4/5 by josh bridges
hotel workout 4
3 rounds for time
20 dumbbell lunges (2x50/35 lb)
20 alternating dumbbell snatches (50/35 lb)",for_time
383,"melt programming
melt programming metcon 01/23/2023
24 minute emom

1) 4 db left arm devil press (50/30 lb)
4 db right arm devil press (50/30 lb)

2) 12/8 calories - air bike

3) 8 db left arm hang clean + press (50/30 lb)
8 db right arm hang clean + press (50/30 lb)

4) 12 ghd sit up or toes to bar",emom
384,"crossfit benchmark wod


crossfit total ii
sum of the best of each lift
clean
bench press
overhead squat",for_load
385,"district 7 crossfit benchmark wod


bad karma
for time
50-40-30-20-10 reps of barbell curls (45/35 lb)
10-20-30-40-50 reps of kettlebell swings (1.5/1 pood)",for_time
386,"john welbourn
deadlifts / power cleans
7 rounds for load
3 deadlifts
3 power cleans

do not let go of the bar during the round. rest as needed between rounds.",for_load
387,"coach ivan

coach ivan 29/02/24
warm up

tabata
shuttle run

5 minutes
10 rep push up, scaled and air squat
challenge!

3minutes
loading: clean-and-jerk

skill development: clean-and-jerk
3 round
1 reps muscle clean
2 reps clean drop
3 reps power clean
4 reps push jerk
5 reps thruster
1 cluster

wod
for time
100 push ups hand relaise
perform 3 cluster (40/30kg) at the start of each minute (including the first minute).

time cap 20'",other
388,"crossfit hero wod


riley
for time
1.5 mile run
150 burpees
1.5 mile run

wear a weight vest (20/14 lb)",for_time
389,"jk mcleod

iron ranger
for time
22 second silence
94 goblet squats (2/1.5 pood)
94 push-ups
94 sit-ups
94 russian kettlebell swings (2/1.5 pood)
22 burpees",for_time
390,"crossfit hero wod


small
3 rounds for time
1,000 meter row
50 burpees
50 box jumps (24/20 in)
800 meter run",for_time
391,"john welbourn

volkswagen
21-15-9 reps, for time
bench presses (bodyweight)
pull-ups",for_time
392,"pete marjamaa
day 5
emom for 40 minutes
minute 1: 5 air squats + 5 jump squats
minute 2: 5 push-ups + 5 clap push-ups
minute 3: 5 sit-ups + 5 v-ups
minute 4: 5 strict handstand push-ups + 5 kipping handstand push-ups

repeat 10 times",emom
393,"street parking vault wod

chaos
amrap in 10 minutes
1 devil press (45/30 lb)
1 thruster (45/30 lb)

2 devil presses (45/30 lb)
2 thrusters (45/30 lb)

continue with this pattern, adding 1 rep to each movement after every round.",amrap
394,"daniel danao
matty brown
for time
cash-in:
49 pull-ups

then, 3 rounds of:
4 clusters (135/115 lb)
9 single-arm kettlebell clean and presses (53/44 lb)
20 ft back rack walking lunges (135/95 lb)
18 deadlifts (135/95 lb)

cash-out:
49 pull-ups",for_time
395,"crossfit stimulus travel wod

stimulus travel wod 7
emom for 15 minutes
3 push-ups
3 burpees",emom
396,"jk mcleod
finest hour
emom - 60 minutes

minute 1: 15 russian kb swings 53/35
minute 2: 20 abmat situps
minute 3: 6 double pushup burpees
minute 4: 15 air squats
minute 5: 60 secs wall sit or elbow plank hold
minute 6: 60 secs rest",emom
397,"crossfit stormbreaker wod

seedy
for time (with a partner)
7 rounds of 'cindy'
2 rounds of 'dt' (70/50 kg)

6 rounds of 'cindy'
2 rounds of 'dt' (70/50 kg)

5 rounds of 'cindy'
2 rounds of 'dt' (70/50 kg)

4 rounds of 'cindy'
2 rounds of 'dt' (70/50 kg)

3 rounds of 'cindy'
2 rounds of 'dt' (70/50 kg)

2 rounds of 'cindy'
2 rounds of 'dt' (70/50 kg)

1 round of 'cindy'
2 rounds of 'dt' (70/50 kg)

1 round of 'cindy' consists of: 5 pull-ups, 10 push-ups, and 15 air squats

1 round of 'dt' consists of: 12 deadlifts, 9 hang power cleans, and 6 shoulder-to-overheads

time cap: 40 minutes",for_time
398,"stone age crossfit memorial wod


lowry
for time
buy-in: 1 mile run

then, 3 rounds of:
11 clusters (135/95 lb)
24 box jumps (24/20 in)
23 abmat sit-ups

cash-out: 2012 meter row",for_time
399,"hero wod


maltz
for time
400 meter run
50 pull-ups
100 meter farmer's carry (2x50/25 lb)
50 dips
100 push-ups
50 knees-to-elbows
100 sit-ups
400 meter run",for_time
400,"crossfit cabra memorial wod


lindsay
for time
24 calorie row
24 box jumps
24 push-ups
24 snatches (75/55 lb)
24 pull-ups
24 burpees
24 thrusters (75/55 lb)
24 air squats
24 abmat sit-ups
24 clean-and-jerks (75/55 lb)
2 x 400 meter run
24 walking lunges
24 push presses (75/55 lb)
24 kettlebell swings (53/35 lb)
24 front squats (75/55 lb)
24 toes-to-bars/knee raises
24 overhead squats
24 ring dips
24 wall ball shots (20/14 lb)
24 double unders
24 handstand push-ups
24 kettlebell snatches (53/35 lb) (alternating)
24 deadlifts (75/55 lb)
24 hang squat cleans (75/55 lb)",for_time
401,"assault fitness benchmark wod
chest day
amrap in 9 minutes
10/7 calorie assault airbike
10 high to low plank holds
10 push-ups",amrap
402,"hero wod

red horse
amrap in 10 minutes 17 seconds
9 thrusters (95/65 lb)
22 burpees
13 kettlebell swings (53/35 lb)
500 meter row",amrap
403,"crossfit mobile hero wod


tuder
for time (with a partner)
1 mile run (together)
31 push-ups (each)

then, 20 rounds (switch after each round) of:
3 deadlifts (135/95 lb)
3 clean-and-jerks (135/95 lb)
3 front squats (135/95 lb)

then, perform:
31 push-ups (each)
1 mile run (together)",for_time
404,"2022 crossfit games quarterfinals test 4


the other total
sum of the best of each lift
clean
bench press
overhead squat

time cap: 30 minutes",other
405,"dorian medina

body pump
75 single arm db strict press
*after every 15 reps perform 10 db row
75 kb swing
*after every 15 perform 15 push-ups",other
406,"coach ivan

coach ivan 23/02/24
warm-up 5 min

3 rounds of quality of:

5 inchworm to push-up
5 scap pull-ups
5 pvc push-jerks
5 double under

5 min
specific warm-up: crossovers
5 cross and step over (a corda inizia dietro il corpo, incrocia le braccia e fai un passo oltre, la corda atterra fuori dai fianchi)
5 single, single cross and stop (salto in alto, le braccia abbracciano il corpo, poi ritorno nella stessa posizione)

skill development:
pull-ups

3 round
10 kip swing
3 strict pull ups (presa stretta)
2 kip swings + 1 pull up

skill development:
dumbbell clean and jerk 5'

3 reps/ side: jump and land hand at shoulder (3 ripetizioni/lato: salta e atterra con la mano sulla spalla)
3 reps/ side: single-arm dumbbell push jerks (3 ripetizioni/lato: salto, pugno, atterraggio)
4 reps/ side: single-arm dumbbell clean and jerks

amrap in 18 minutes of:

10 crossovers/20 double under/40 single under
10 dumbbell hang clean and jerks (left arm) (22,5/15 kg)
10 pull-ups
10 dumbbell hang clean and jerks (right arm) (22,5/15 kg)",amrap
407,"crossfit benchmark wod


hope
3 rounds for total reps in 17 minutes
1 minute burpees
1 minute power snatches (75/55 lb)
1 minute box jumps (24/20 in)
1 minute thrusters (75/55 lb)
1 minute chest-to-bar pull-ups
1 minute rest",other
408,"2019 crossfit games (championships) wod #6


sprint
for time
sprint course

athletes will sprint 230 ft across the stadium and back with alternating obstacles in the last 50 ft.",for_time
409,"crossfit hero wod


hidalgo
for time
2 mile run
2 minutes rest
20 squat cleans (135/95 lb)
20 box jumps (24/20 in)
20 overhead walking lunges (45/25 lb plate)
20 box jumps (24/20 in)
20 squat cleans (135/95 lb)
2 minutes rest
2 mile run

wear a weight vest (20/14 lb)",for_time
410,"charleston fire department hero wod


charleston 9
9 rounds for time
9 cleans (95/65 lb)
9 burpees
9 pull-ups
9 wall ball shots (20/14 lb, 10/9 ft)
9 abmat sit-ups
9 shoulder-to-overheads (95/65 lb)
9 box jumps
9 push-ups
9 air squats",for_time
411,"limited equipment wod by @3kings_athletics

outside the box #5
for time
15 devil presses (2x50/35 lb)
25 air squats
12 devil presses (2x50/35 lb)
25 air squats
9 devil presses (2x50/35 lb)
25 air squats
6 devil presses (2x50/35 lb)
25 air squats
3 devil presses (2x50/35 lb)
25 air squats",for_time
412,"555 fitness hero wod

stephen russell
for time
100 dumbbell squat cleans (2x35/25 lb)

3 burpees at the top of each minute",for_time
413,"555 fitness hero wod

mark whitford
4 rounds for time
15 dumbbell thrusters (2x40/20 lb)
50 meter dumbbell overhead walking lunges (2x40/20 lb)",for_time
414,"hyrox workout of the week
knight
amrap (with a partner) in 30 minutes
1,000 meter ski erg
1,000 meter row
50 burpee broad jumps",amrap
415,"mitten fitness tribute wod

world down syndrome awareness day
for time (with a partner)
buy-in: 2,100 meter row

then, 3 rounds of:
21 deadlifts (185/125 lb)
21 sit-ups
21 pull-ups
21 hang cleans (135/95 lb)
21 bar facing burpees
21 hand release push-ups
21 front squats (135/95 lb)

cash-out: 2,300 meter bike

partners switch as necessary.",for_time
416,"australian hero games wod

aplin
20 rounds for time
6 strict pull-ups
20 push-ups",for_time
417,"@gritathlete wod
heavy conditioning
3 rounds for time
800 meter run
50 double-unders

wear a weight vest (20/14 lb)",for_time
418,"hyrox workout of the week
nicki
for time
15-10-5-10-15 calorie ski
15-10-5-10-15 burpees
400 meter run",for_time
419,"melt programming
melt programming metcon 12/127/2023
30 minute emom
minutes 1-5
12 cal - row
minutes 6-10
12 db curl + press (25/10 lb)
minutes 11-15
12 db feet elevated goblet squat (60/40 lb)
minutes 16-20
6 strict pull up
minutes 21-25
12 db chest press (50/30 lb)
minutes 26-30
12 cal - row",emom
420,"luke downing
assault bells
for time
10-20-30-40-50 reps of:
calorie assault bike
russian kettlebell swings (30/12 kg)",for_time
421,"hero wod by @dan_bailey9


the thirteen
13 rounds for time
26 calorie row
8 strict pull-ups
21 shoulder-to-overheads (95/65 lb)",for_time
422,"nw strength & conditioning benchmark wod


panic breathing
for time (with a partner)
500-400-300-200-100 meter row (each)
partner holds kettlebells in rack (2x24/16 kg)

5 burpee penalty for each drop of kettlebells",for_time
423,"2017 crossfit games (championships) wod #7


assault banger
for time
40/30 calorie assault bike
20 foot banger

time cap: 6 minutes",for_time
424,"hero wod


jason
for time
100 air squats
5 muscle-ups
75 air squats
10 muscle-ups
50 air squats
15 muscle-ups
25 air squats
20 muscle-ups",for_time
425,"men's fitness benchmark wod

the 50s
for time
50 burpees
50 air squats
50 hollow rocks
50 push-ups

buy-in:
1000 meter row",for_time
426,"crossfit main site daily wod (aka: ""091227"")


5k row
5,000 meter row",other
427,"coach creation wod
12. nightmare before christmas
1 hang clean
2 front squats
3 push jerk
4 bent over rows
5 burpees
6 thrusters
7 deadlifts
8 alternating snatches
9 db swings
10 snatch to reverse lunge
11 devils press
1200m (0.75 mile) run",other
428,"melt programming
melt programming metcon 02/07/2024
for time
10-8-6-4
cals; air bike
db devil press
db reverse lunge
db push up
db front squat
db push press
db deadlift
v-up
burpee box jump
cals; air bike

dumbbell weight - 50/30 lb",for_time
429,"crossfit benchmark wod


nasty girls v2
3 rounds for time
50 pistols (alternating legs)
7 muscle-ups
10 hang power cleans (175/125 lb)",for_time
430,"csp gym tribute wod


hse
amrap in 17 minutes
from 0:00-6:00, amrap of:
20 air squats
19 burpees

5 minutes rest

then from 11:00-17:00, amrap of:
24 sit-ups
7 push-ups",amrap
431,"12 labours crossfit tribute wod


the burpee hour
amrap in 60 minutes
burpees",amrap
432,"james fitzgerald

1rm power clean
for load
1 rep max power clean",for_load
433,"mark nolan

demetrius
for time
20-16-12-8-4 reps of:
bench presses (155/105 lb)
calorie row",for_time
434,"ryan garcia

the happening
for time
10-20-30-40-50-60-70-80-90-100 alternating lunges
10 burpees (after each set)",for_time
435,"united in movement memorial wod


giancarlo
amrap in 9 minutes
10 thrusters (2x1.5 l water bottles)
10 ground-to-overheads (2x1.5 l water bottles)

directly into:
100 lunges
100 jumping squats
150 sit-ups
50 air squats
50 lunges",amrap
436,"memorial wod for george floyd


i can't breathe
for time
1,600 meter run
30 burpees
800 meter run
20 burpees
400 meter run
10 burpees
400 meter run
20 burpees
800 meter run
30 burpees
1,600 meter run",for_time
437,"crossfit rife hero wod


marston
amrap in 20 minutes
1 deadlift (405/285 lb)
10 toes-to-bar
15 bar facing burpees",amrap
438,"luke downing

too much b/s
20-18-16-14-12-10-8-6-4-2 reps for time of:
burpees
american kettlebell swings (24/16 kg)",for_time
439,"assault fitness benchmark wod


sneak attack
10 rounds for time
10 thrusters (95/65 lb)
10 bar over burpees
10 calorie assault air bike",for_time
440,"crossfit recreate memorial wod


wesley's wod
for time (with a partner)
buy-in (share):
56 box jump-overs

then, 22 rounds of (share):
5 handstand push-ups
27 double-unders
3 power cleans (105/155 lb)

cash-out (together):
1,108 meter run",for_time
441,"crofton crossfit memorial wod


dr. alex paley
for time
1 mile run
50 burpees

then, 2 rounds of:
800 meter run
25 air squats

finally, 3 rounds of:
600 meter run
15 push-ups",for_time
442,"crossfit hero wod


gaza
5 rounds for time
35 kettlebell swings (1.5/1 pood)
30 push-ups
25 pull-ups
20 box jumps (30/24 in)
1 mile run",for_time
443,"assault fitness benchmark wod


pick your poison
for time
10-9-8-7-6-5-4-3-2-1 reps each of:

one vertical pull movement:
sumo deadlift high pulls (95/65 lb)
inverted rows or
pull-ups

one horizontal press movement:
bench presses (bodyweight)
dumbbell presses (100/45 lb) or
push-ups

one hinging movement:
deadlift (2x bodyweight)
romanian deadlifts (2x bodyweight) or
front squats (bodyweight)",for_time
444,"555 fitness hero wod

michael cammarata
every minute on the minute (emom) for 10 minutes
2 squat cleans (185/135 lb)
2 box jumps (30/24 in)",emom
445,"ben bergeron
22
amrap in 22 minutes
22 wall ball shots (20/14 lb)
22 power snatches (75/55 lb)
22 box jumps (24/20 in)
22 push presses (75/55 lb)
22 calorie row",amrap
446,"hyrox workout of the week
everly
amrap in 45 minutes
from 0:00-15:00, amrap of:
20 burpee broad jumps
400 meter run

rest 1 minute

from 16:00-30:00, amrap of:
20 sandbag lunges (10/60 lb)
400 meter row

rest 1 minute

from 31:00-45:00, amrap of:
20 wall ball shots (20/14 lb)
400 meter ski erg",amrap
447,"coach ivan

coach ivan 19/03/24
general warm-up 10 minute
3 round
500 mt row
30 sit up
10 push up

8 min
3 dumbbell deadlifts (each side) (light weight)

3 dumbbell deadlifts (each side) (light weight)
3 dumbbell hang cleans (each side) (light weight)
3 dumbbell push-presses (each side)(light weight)
3 dumbbell snatch (each side) (light weight)

e2mom 20'
1minute
5 left-arm dumbbell power snatches
5 left-arm dumbbell step box over
5 left-arm dumbbell devil press

2minute
5 right-arm dumbbell power snatches
5 right-arm dumbbell step box over
5 right-arm dumbbell devil press

rx m 22,5 kg
rx w 17 kg

scaled m 17kg
scaled w 12kg

cash out

tabata
sit up
burpees",other
448,"crossfit benchmark wod


top gun
for time
20 thrusters (135/95 lb)
20 sumo deadlift high-pulls (135/95 lb)
20 push jerks (135/95 lb)
20 overhead squats (135/95 lb)
20 front squats (135/95 lb)

4 burpees to start, and at the top of each minute",for_time
449,"outathletics tribute wod

jamie
10 rounds for time
25 air squats
50 jumping jacks
25 v-ups",for_time
450,"crossfit hero wod


sham
7 rounds for time
11 deadlifts (bodyweight)
100 meter sprint",for_time
451,"chris banks
push pull
for time
10-9-8-7-6-5-4-3-2-1 reps of:
strict chest-to-bar pull-ups

1-2-3-4-5-6-7-8-9-10 reps of:
strict handstand push-ups",for_time
452,"ben bergeron

grip and rip
for time
from 0:00, perform:
21 burpees
1 round of “dumbbell dt” (2x50/35 lb)
18 burpees
1 round of “dumbbell dt” (2x50/35 lb)
15 burpees
1 round of “dumbbell dt” (2x50/35 lb)
12 burpees
1 round of “dumbbell dt” (2x50/35 lb)

from 10:00, perform:
21 air squats hops over dumbbell
1 round of “dumbbell dt” (2x50/35 lb)
18 air squats hops over dumbbell
1 round of “dumbbell dt” (2x50/35 lb)
15 air squats hops over dumbbell
1 round of “dumbbell dt” (2x50/35 lb)
12 air squat hops over dumbbell
1 round of “dumbbell dt” (2x50/35 lb)

1 round of “dumbbell dt” consists of: 12 deadlifts, 9 hang power cleans, and 6 push jerks",for_time
453,"the hybrid syndicate hero wod

the 13 fallen heroes
amrap (with a partner) in 2021 seconds
31 calorie assault bike
25 air squats (each)
23 burpees
23 ghd sit-ups
23 box jumps (20 in)
22 calorie assault bike
22 reverse lunges (each)
22 american kettlebell swings (24/16 kg)
20 calorie assault bike
20 air squats (each)
20 burpees
20 ghd sit-ups
20 box jumps (20 in)
26 total synchro push-ups (13 each)

wear a weight vest (30/20 lb)",amrap
454,"michigan state police k9 hero wod

canine rex
for time
7 rounds of:
500 meter run
14 air squats
14 lunges (per leg)
14 sit-ups
14 squat jumps

directly into:
25 burpees
1 mile run",for_time
455,"luke downing

alcatraz
6 rounds for time
15 calorie row
15 american kettlebell swings (24/16 kg)
15 hand release push-ups

time cap: 15 minutes",for_time
456,"street parking vault wod

atlas
6 rounds for time
400 meter run
10 toes-to-bars
10 atlas lunges (65/55 lb)*

1 atlas lunge is back rack left reverse lunge + back rack right reverse lunge + back squat",for_time
457,"morning chalk up workout of the week
mat fraser
for total reps
from 0:00-1:30, complete:
25/20 calorie assault bike
max snatches (75/55 lb)

rest 45 seconds

from 2:15-3:45, complete:
23/18 calorie assault bike
max snatches (75/55 lb)

rest 45 seconds

from 4:30-6:00, complete:
21/16 calorie assault bike
max snatches (75/55 lb)

rest 45 seconds

from 6:45-8:15, complete:
19/14 calorie assault bike
max snatches (75/55 lb)

rest 45 seconds

from 9:00-10:30, complete:
17/12 calorie assault bike
max snatches (75/55 lb)",other
458,"beyond strength and endurance
bse 2/22/24
2 rounds for time:

50 russian kb swings

25/20 push-ups

50 abmat sit-ups

25/20 push-ups",for_time
459,"melt programming
melt programming metcon 03/04/2024
every 6 minutes - 36 minutes (6 rounds)
8 db chest press (70/50 lb)
14 calories - row
20 db heel elevated goblet squat (70/50 lb)
14 plate ground to overhead (45/25 lb)
8 toes to bar",other
460,"classic benchmark wod


painstorm xxiv
for time
100 meter run
50 burpees
200 meter run
100 push-ups
300 meter run
150 lunges
400 meter run
200 air squats
300 meter run
150 lunges
200 meter run
100 push-ups
100 meter run
50 burpees",for_time
461,"crossfit hero wod


rankel
amrap in 20 minutes
6 deadlifts (225/155 lb)
7 burpee pull-ups
10 kettlebell swings (2/1.5 pood)
200 meter run",amrap
462,"2021 crossfit games quarterfinals test 3


quarterfinals 21.3
for time
120 wall ball shots (20/14 lb, 10/9 ft)
120 calorie row

time cap: 15 minutes",for_time
463,"crossfit mayhem tribute wod


michelle
for time
tabata back squats (95/65 lb)

continue until 100 back squats are completed",other
464,"crossfit hero wod


terry
for time
1 mile run
100 push-ups
100 meter bear crawl
1 mile run
100 meter bear crawl
100 push-ups
1 mile run",for_time
465,"max el-hag

ttttd7
for time
50 alternating dumbbell power snatches (50/35 lb)
100 foot single arm overhead dumbbell walking lunges (50/35 lb)
40 dumbbell overhead squats (50/35 lb, alternate every 10 reps)
75 foot single arm overhead dumbbell walking lunges (50/35 lb)
30 dumbbell hang clean-and-jerks (50/35 lb, alternate every 5 reps)
50 foot single arm overhead dumbbell walking lunges (50/35 lb)
20 alternating dumbbell squat cleans (50/35 lb)
25 foot single arm overhead dumbbell walking lunges (50/35 lb)
10 alternating dumbbell squat snatches (50/35 lb)",for_time
466,"2022 crossfit games quarterfinals test 5


quarterfinals 22.5
for time
30 calorie row
20 burpee box jump overs (24/20 in)
10 snatches (185/135 lb)

time cap: 7 minutes",for_time
467,"memorial wod

commander garvalena
for time
cash-in: 190 double-unders

then, 3 rounds of:
8 dumbbell thrusters (2x50/35 lb)
8 devil presses (2x50/35 lb)
8 strict handstand push-ups
190 double-unders

cash-out: 3,000 meter run",for_time
468,"driven strength and conditioning hero wod


lesley
amrap in 35 minutes
24 jumping lunges
24 hollow rocks
24 air squats
24 abmat sit-ups
24 burpees",amrap
469,"caf athletics benchmark wod

666
6 rounds for time
6 front squats (50/35 kg)
6 pull-ups
6 bench presses (80/60 kg)
6 deadlifts (80/60 kg)
6 barbell rows (60/40 kg)
6 shoulder-to-overheads (30/20 kg)",for_time
470,"hyrox workout of the week
gonzalez
emom for 30 minutes
minute 1: 15 wall ball shots (20/14 lb)
minute 2: 15 calorie ski erg
minute 3: 10 singe arm devil presses (53/35 lb)
minute 4: 200 meter run
minute 5: rest

repeat 6x",emom
471,"triqual programming
worm
in teams of 3

amrap 15 min
10m run
6 worm ground to overhead (switch sides each rep)
10m run
6 pull ups
10m run
6 burpees over the worm
10m run
6 pistol squats",amrap
472,"crossfit hero wod


coffey
for time
800 meter run
50 back squats (135/95 lb)
50 bench press (135/95 lb)
800 meter run
35 back squat (135/95 lb)
35 bench press (135/95 lb)
800 meter run
20 back squat (135/95 lb)
20 bench press (135/95 lb)
800 meter run
1 muscle-up",for_time
473,"hero wod


cookie
4 rounds for time
43 elevated push-ups (24/20 in)
19 box step-ups (per leg) with kettlebell (24/20 in, 18 lb)
10 burpee pull-ups
505 meter row

cash-out: exclaim ""for the paratrooper in the sky"" and 1 elevated push-up (24/20 in)",for_time
474,"hyrox workout of the week
thompson
8 rounds for time
25 meter sled push (as heavy as possible )
20 alternating lunges

rest 2 minutes",for_time
475,"2016 crossfit games workout #2


ranch deadlift ladder
for time
deadlift ladder

men: 425, 435, 445, 455, 465, 475, 485, 495, 505, 515, 525, 535, 545, 555, 565, 575, 585, 595, 605, 615 lb

women: 275, 285, 295, 305, 315, 325, 335, 345, 355, 365, 370, 375, 380, 385, 390, 395, 400, 405, 410, 415 lb",for_time
476,"crossfit memorial wod


t.j.
for time
10 bench presses (185/135 lb)
10 strict pull-ups
max thrusters (135/95 lb)

repeat until you have completed 100 thrusters",for_time
477,"555 fitness hero wod

james riches
amrap for as long as possible
bench presses (225/155 lb)",amrap
478,"jacob heppner

cindy’s cousin
amrap in 20 minutes
5 burpees
10 push-ups
15 air squats",amrap
479,"jamie hagiya

pedal with the devil
for time:
20-18-16-14-12-10-8-6-4-2
assault bike calories
2-4-6-8-10-12-14-16-18-20
single arm devil press (50/35#)",for_time
480,"home wod by annie thorisdottir

sweaty and fun
for time
100 lateral burpees
100 box step-ups (24/20 in)
100 push-ups

every minute on the minute, perform:
5 air squats
5 sit-ups

time cap: 30 minutes",other
481,"hyrox workout of the week
berry
10 rounds for time (with a partner)
300 meter ski erg
20 wall ball shots (20/14 lb)
25 meter sled pulls

time cap: 60 minutes",for_time
482,"crossfit hero wod


big sexy
5 rounds for time
6 deadlifts (315/205 lb)
6 burpees
5 cleans (225/155 lb)
5 chest-to-bar pull-ups
4 thrusters (155/115 lb)
4 muscle-ups",for_time
483,"555 fitness hero wod

joseph marchbanks jr.
for time
10-9-8-7-6-5-4-3-2-1 reps of:
alternating dumbbell snatches (75/45 lb)
handstand push-ups",for_time
484,"assault fitness benchmark wod

assault-con
emom for 40 minutes
complete the following movements every 10 minutes on the minute for 4 rounds:
500 meter row
400 meter run
1 mile assault air bike
20 air squats
15 push-ups
10 pull-ups",emom
485,"eod warrior foundation memorial wod

eod 133
for time (with a partner)
65 front squats (135/95 lb)
65 kettlebell swings (72/54 lb)
16 partner over burpees
400 meter run
65 hang power cleans (135/95 lb)
65 single arm kettlebell presses (54/34 lb)
16 partner over burpees
400 meter run
65 chest to bar pull-ups
65 box jumps (30/24 in)
16 partner over burpees
400 meter run
65 push-ups
65 pendlay barbell rows (135/95 lb)
16 partner over burpees

each partner wears a weight vest (20/14 lb)",for_time
486,"crossfit hero wod


white
5 rounds for time
3 rope climbs (15 ft)
10 toes-to-bars
21 overhead walking lunges (45/35 lb plate)
400 meter run",for_time
487,"crossfit hero wod

gunny
for time
1 mile weighted run (50/35 lb)
50 push-ups
50 sit-ups
1 mile weighted run (50/35 lb)
50 push-ups
50 sit-ups
1 mile weighted run (50/35 lb)

wear a weight vest, body armor, loaded ruck pack or whatever is needed to load yourself with 50 lb. for the runs.",for_time
488,"crossfit central scotland benchmark wod

painstorm xii
for time
400 meter run
50 back squats
50 front squats
50 overhead squats
400 meter run
50 shoulder presses
50 push presses
50 push jerks
400 meter run
50 hang power cleans
50 hang power snatches
400 meter run

perform all barbell movements with an olympic bar only (45/35 lb). run without the bar.",for_time
489,"melt programming
melt programming metcon 02/27/2024
amrap x 20
5 bb hang squat clean (155/105 lb)
10 burpee box jump over (24/20 in)
5 pull up
10/7 calories - air bike
5 bb deadlift (155/105 lb)",amrap
490,"benchmark wod


charlotte
21-15-9 reps, for time
overhead squats (95/65 lb)
sumo deadlift high pull (95/65 lb)",for_time
491,"2022 crossfit games championships event #5

the capitol
for time
20 pig flips (510/350 lb)
3.5 mile run
200 meter jerry bag carry (2x100/70 lb)
200 meter husafell carry (200/150 lb)",for_time
492,"raleigh crossfit valentine's day wod, part 2

heartbreaker, dream maker
amrap (with a partner) in 10 minutes
2 wall ball shots (20/14 lb) - partner 1
2 synchronized burpees
2 wall ball shots (20/14 lb) - partner 2
2 synchronized burpees
4 wall ball shots (20/14 lb) - partner 1
4 synchronized burpees
4 wall ball shots (20/14 lb) - partner 2
4 synchronized burpees
6 wall ball shots (20/14 lb) - partner 1
6 synchronized burpees
6 wall ball shots (20/14 lb) - partner 2
6 synchronized burpees
etc...",amrap
493,"crossfit hero wod

shawn
for time
5 mile run

after each 5 minute run interval:
50 air squats
50 push-ups",for_time
494,"555 fitness hero wod

joseph grzelak
for time
100 kettlebell swings (32/24 kg)

2 burpees at the top of each minute",for_time
495,"2017 crossfit games (championships) wod #3


amanda .45
13-11-9-7-5 reps for time
muscle-ups
squat snatches (135/95 lb)

time cap: 13 minutes for males, 15 minutes for females",for_time
496,"2013 crossfit games (championships) wods #2 & #3


row 1 & row 2
for time
21,097 meter row

time cap: 2 hours for men, 2 hours 10 minutes for women",for_time
